latitude,longitude,elevation,heading,hcurv,surfasl,surfxsl,deadreck,numlns,trlnlmt,lelnrmt,rilnlmt,trlnwid,tmpln,lerdedg,rirdedg,hovln,aproad,ovpbr,tolpl,rdencl,spdlim,rdnam,ovhdsgn,lnsplmert,lnsplmerl,rdtyp,extsymtxt,locsymtxt,const,gmfa,opnsgmt,trffclgt,gntry,jumpflag,distance,virlnsplmert,ramlane2,tralineno
29.67501058,106.60429362,0,232.49659860,0.00046413,-1.81970085,0.08467889,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,0.00000000,0,0,2
29.67500488,106.60428467,0,232.49659860,0.00046413,-1.81970085,0.08467889,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.06033609,0,0,2
29.67499891,106.60427599,0,232.51510299,0.00045846,-1.81970085,0.11147461,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.06063319,0,0,2
29.67499322,106.60426731,0,232.51510299,0.00047915,-1.81970085,0.12404791,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.06033609,0,0,2
29.67498725,106.60425863,0,232.49659860,0.00050149,-1.81970085,0.08354893,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.06072332,0,0,2
29.67498155,106.60424995,0,232.49659860,0.00051050,-1.81970085,0.09459172,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.06033609,0,0,2
29.67497586,106.60424099,0,232.31304398,0.00051245,-1.81970085,0.12190079,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.06063319,0,0,2
29.67496989,106.60423231,0,232.11052640,0.00051529,-1.81970085,0.13863770,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.06033609,0,0,2
29.67496419,106.60422418,0,232.10206349,0.00041121,-1.81970085,0.15187327,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.01575969,0,0,2
29.67495877,106.60421577,0,232.09119115,0.00032951,-1.81970085,0.20240323,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.01576061,0,0,2
29.67495307,106.60420763,0,232.09965487,0.00025895,-1.81970085,0.24058519,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.01537456,0,0,2
29.67494737,106.60419922,0,232.11052640,0.00020320,-1.81970085,0.28565771,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.01605950,0,0,2
29.67494195,106.60419108,0,232.14848461,0.00015777,-1.81970085,0.32845129,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.01576061,0,0,2
29.67493625,106.60418267,0,232.19224189,0.00012289,-1.81970085,0.32143252,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.01575969,0,0,2
29.67493028,106.60417399,0,232.20020310,0.00010241,-1.81970085,0.29255742,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07727804,0,0,2
29.67492432,106.60416504,0,232.18198081,0.00008841,-1.81970085,0.27531127,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07766361,0,0,2
29.67491835,106.60415636,0,232.17401602,0.00006339,-1.81970085,0.25412389,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07766460,0,0,2
29.67491238,106.60414768,0,232.19224189,0.00003600,-1.81970085,0.20687884,0,4,1,1,1,375,0,1,1,0,0,0,0,0,50,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07757732,0,0,2
