latitude,longitude,elevation,heading,hcurv,surfasl,surfxsl,deadreck,numlns,trlnlmt,lelnrmt,rilnlmt,trlnwid,tmpln,lerdedg,rirdedg,hovln,aproad,ovpbr,tolpl,rdencl,spdlim,rdnam,ovhdsgn,lnsplmert,lnsplmerl,rdtyp,extsymtxt,locsymtxt,const,gmfa,opnsgmt,trffclgt,gntry,jumpflag,distance,virlnsplmert,ramlane2,tralineno
29.63627550,106.57421332,0,24114,0,-4,-17,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,0.00000000,0,0,2
29.63627035,106.57420275,0,24114,0,-4,-17,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.15216585,0,0,2
29.63626546,106.57419244,0,24114,0,-4,-17,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.15261048,0,0,2
29.63626031,106.57418186,0,24114,0,-4,-17,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.15216585,0,0,2
29.63625543,106.57417155,0,24114,0,-4,-17,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.15263714,0,0,2
29.63625027,106.57416097,0,24137,0,-4,-17,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.15213918,0,0,2
29.63624539,106.57415066,0,24164,0,-4,-16,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.15263714,0,0,2
29.63624078,106.57414090,0,24164,0,-4,-15,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.06110161,0,0,2
29.63623617,106.57413140,0,24162,0,-4,-16,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.06110161,0,0,2
29.63623155,106.57412164,0,24162,0,-4,-15,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.06110161,0,0,2
29.63622721,106.57411214,0,24164,0,-4,-14,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.06156572,0,0,2
29.63622260,106.57410238,0,24137,0,-4,-14,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.06110161,0,0,2
29.63621799,106.57409288,0,24112,0,-4,-14,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.06112847,0,0,2
29.63621284,106.57408203,0,24114,0,-4,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.18100226,0,0,2
29.63620768,106.57407145,0,24114,0,-4,-12,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.18100226,0,0,2
29.63620253,106.57406087,0,24112,0,-4,-11,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.18050412,0,0,2
29.63619737,106.57405002,0,24131,0,-4,-11,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.18100226,0,0,2
29.63619222,106.57403944,0,24152,0,-4,-10,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.18100226,0,0,2
29.63618761,106.57402968,0,24150,0,-4,-9,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07137910,0,0,2
29.63618300,106.57401991,0,24150,0,-4,-9,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07140592,0,0,2
29.63617839,106.57401015,0,24152,0,-4,-8,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07184514,0,0,2
29.63617377,106.57400065,0,24152,0,-4,-9,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07137910,0,0,2
29.63616916,106.57399089,0,24150,0,-4,-9,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07140592,0,0,2
29.63616482,106.57398112,0,24150,0,-5,-9,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07137910,0,0,2
29.63616021,106.57397135,0,24147,0,-5,-10,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07187195,0,0,2
29.63615560,106.57396159,0,24142,0,-5,-11,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07137910,0,0,2
29.63615044,106.57395074,0,24144,0,-5,-12,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.18638982,0,0,2
29.63614556,106.57394043,0,24144,0,-5,-12,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.18641662,0,0,2
29.63614041,106.57392958,0,24142,0,-5,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.18592323,0,0,2
29.63613525,106.57391873,0,24143,0,-5,-14,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.18638982,0,0,2
29.63613010,106.57390815,0,24145,0,-5,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.18641662,0,0,2
29.63612549,106.57389838,0,24145,0,-5,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07624580,0,0,2
29.63612088,106.57388862,0,24143,0,-5,-14,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07575219,0,0,2
29.63611627,106.57387885,0,24143,0,-5,-14,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07624580,0,0,2
29.63611165,106.57386909,0,24143,0,-5,-14,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07624564,0,0,2
29.63610677,106.57385932,0,24145,0,-5,-14,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07624580,0,0,2
29.63610216,106.57384956,0,24145,0,-5,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07621900,0,0,2
29.63609755,106.57383979,0,24156,0,-5,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07577901,0,0,2
29.63609294,106.57383002,0,24171,0,-5,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.07624580,0,0,2
29.63608805,106.57381944,0,24171,0,-5,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.16168460,0,0,2
29.63608317,106.57380887,0,24171,0,-5,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.16124898,0,0,2
29.63607802,106.57379829,0,24171,0,-5,-14,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.16168460,0,0,2
29.63607313,106.57378771,0,24173,0,-5,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.16124898,0,0,2
29.63606825,106.57377713,0,24174,0,-6,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.16168460,0,0,2
29.63606337,106.57376736,0,24174,0,-6,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.09430448,0,0,2
29.63605876,106.57375732,0,24177,0,-6,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.09479372,0,0,2
29.63605414,106.57374729,0,24177,0,-6,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.09430462,0,0,2
29.63604953,106.57373725,0,24177,0,-6,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.09433136,0,0,2
29.63604519,106.57372748,0,24174,0,-6,-13,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.09430448,0,0,2
29.63604031,106.57371745,0,24174,0,-6,-14,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.09430462,0,0,2
29.63603570,106.57370741,0,24175,0,-6,-14,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,0,0,0,2,0,0,0,0,0,0,0,0,1.09479372,0,0,2
29.63603109,106.57369765,0,24172,0,-6,-14,0,5,1,1,1,375,0,1,4,0,0,0,0,0,80,Airport Road,1,0,0,2,0,0,0,0,0,0,0,0,1.09430448,0,0,2
