nxtSpmrDis,nxtRampDis,nxtLnNmChgDis,nxtSplmtChgDis,nxtDnStatusDis,nxtOpSegDis,nxtJpFlgDis,nxtTfcLtDis,nxtBrgDis,nxtTlgtDis,nxtTnlDis,nxtTfSgnDis,nxtSmblDis,nxtPlDis,nxtDdrkDis
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
